seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,gs,mp,fg_per_36_min,fga_per_36_min,fg_percent,x3p_per_36_min,x3pa_per_36_min,x3p_percent,x2p_per_36_min,x2pa_per_36_min,x2p_percent,ft_per_36_min,fta_per_36_min,ft_percent,orb_per_36_min,drb_per_36_min,trb_per_36_min,ast_per_36_min,stl_per_36_min,blk_per_36_min,tov_per_36_min,pf_per_36_min,pts_per_36_min
18181,2002,2467,Steve Kerr,NA,PG,36,14,NBA,POR,65,0,775,4.7,10.1,0.47,1.2,3.1,0.394,3.5,7,0.503,1.8,1.9,0.975,0.3,2.5,2.8,2.9,0.6,0,1.1,2.3,12.5
18182,2002,3028,Steve Nash,NA,PG,27,6,NBA,DAL,82,82,2837,6.7,13.8,0.483,2,4.4,0.455,4.7,9.5,0.495,3.3,3.7,0.887,0.6,2.6,3.2,8,0.7,0.1,2.9,2.1,18.6
18183,2002,2688,Steve Smith,NA,SG,32,11,NBA,SAS,77,76,2211,5,11.1,0.455,1.9,4,0.472,3.2,7.1,0.445,2.6,2.9,0.878,0.7,2.4,3.1,2.5,0.9,0.2,1.8,2.6,14.6
18184,2002,3351,Steven Hunter,NA,C,20,1,NBA,ORL,53,21,516,4.7,10.3,0.456,0,0,NA,4.7,10.3,0.456,3.8,6.6,0.585,2.8,4,6.8,0.3,0.3,3,1.1,5.7,13.2
18185,2002,3292,Stromile Swift,NA,PF,22,2,NBA,MEM,68,14,1805,5.8,12.2,0.48,0,0.1,0,5.8,12.1,0.482,4.3,6.1,0.711,3.2,5.4,8.6,1,1.1,2.3,2.4,3.6,16
18186,2002,3352,Tang Hamilton,NA,SF,23,1,NBA,MIA,9,2,98,3.7,7,0.526,0,0.4,0,3.7,6.6,0.556,0,0.4,0,2.2,4.4,6.6,1.8,1.5,0,0.7,3.7,7.3
18187,2002,3091,Tariq Abdul-Wahad,NA,SG,27,5,NBA,TOT,24,12,441,4.5,12,0.374,0.1,0.2,0.5,4.4,11.8,0.372,2,2.7,0.727,3.3,3.5,6.9,2,1.6,0.8,2.2,4.6,11
18188,2002,3091,Tariq Abdul-Wahad,NA,SG,27,5,NBA,DEN,20,12,417,4.7,12.5,0.379,0.1,0.2,0.5,4.7,12.3,0.378,2.1,2.8,0.75,3.4,3.4,6.7,1.9,1.6,0.8,2.1,4.4,11.7
18189,2002,3091,Tariq Abdul-Wahad,NA,SG,27,5,NBA,DAL,4,0,24,0,3,0,0,0,NA,0,3,0,0,1.5,0,3,6,9,3,3,1.5,4.5,7.5,0
18190,2002,3353,Terence Morris,NA,SF,23,1,NBA,HOU,68,12,1110,3.6,9.4,0.384,0.5,2.5,0.192,3.1,6.8,0.455,0.6,0.9,0.643,2.5,4.3,6.8,2.1,0.7,0.9,1.5,2.3,8.3
18191,2002,2689,Terrell Brandon,NA,PG,31,11,NBA,MIN,32,28,962,5.8,13.7,0.425,0.1,0.9,0.174,5.7,12.8,0.442,3.1,3.1,0.988,0.6,2.8,3.5,9.9,1.9,0.2,1.6,1.8,14.9
18192,2002,2273,Terry Porter,NA,PG,38,17,NBA,SAS,72,0,1294,3.8,8.9,0.424,1.6,4,0.415,2.1,5,0.43,1.9,2.3,0.819,0.3,4.2,4.6,5.7,1.3,0.4,2.4,2.5,11.1
18193,2002,2959,Theo Ratliff,NA,C,28,7,NBA,ATL,3,2,82,4.4,8.8,0.5,0,0,NA,4.4,8.8,0.5,2.6,4.8,0.545,2.2,4.8,7,0.4,0.4,3.5,3.1,3.5,11.4
18194,2002,3354,Tierre Brown,NA,SG,22,1,NBA,HOU,40,1,403,4.4,10.3,0.426,0.4,1.1,0.333,4,9.2,0.437,1.9,2.5,0.75,1.1,2.7,3.8,6.3,1.7,0.3,3.6,2.3,11
18195,2002,3092,Tim Duncan,NA,PF,25,5,NBA,SAS,82,82,3329,8.3,16.3,0.508,0,0.1,0.1,8.3,16.2,0.511,6.1,7.6,0.799,2.9,8.4,11.3,3.3,0.7,2.2,2.8,2.3,22.6
18196,2002,2551,Tim Hardaway,NA,PG,35,12,NBA,TOT,68,16,1601,5.1,13.9,0.365,2.8,8,0.347,2.3,6,0.387,1.7,2.2,0.794,0.3,2.5,2.8,6.3,1.3,0.2,2.5,2.5,14.7
18197,2002,2551,Tim Hardaway,NA,PG,35,12,NBA,DAL,54,2,1276,5.1,13.9,0.362,2.7,7.9,0.341,2.4,6.1,0.391,1.8,2.2,0.833,0.4,2.4,2.7,5.7,1.1,0.2,2.1,2.4,14.6
18198,2002,2551,Tim Hardaway,NA,PG,35,12,NBA,DEN,14,14,325,5.2,14,0.373,3.1,8.3,0.373,2.1,5.6,0.373,1.3,2.1,0.632,0.1,2.9,3,8.5,1.9,0.2,4.2,2.8,14.8
18199,2002,3220,Tim James,NA,SF,25,3,NBA,PHI,9,0,41,4.4,11.4,0.385,0,0,NA,4.4,11.4,0.385,1.8,5.3,0.333,4.4,1.8,6.1,0.9,0,0.9,2.6,4.4,10.5
18200,2002,3093,Tim Thomas,NA,SF,24,5,NBA,MIL,74,22,1987,5.7,13.6,0.42,1.7,5.3,0.326,4,8.4,0.478,2.6,3.2,0.793,1.2,4.3,5.4,1.9,1.2,0.6,2.3,3.6,15.7
18201,2002,3222,Todd MacCulloch,NA,C,26,3,NBA,NJN,62,61,1502,5.9,11.1,0.531,0,0,NA,5.9,11.1,0.531,2.6,3.9,0.671,3.8,5.3,9.1,1.9,0.6,2.1,1.6,4.3,14.5
18202,2002,2755,Tom Gugliotta,NA,PF,32,10,NBA,PHO,44,40,1129,4,9.6,0.422,0.1,0.3,0.333,4,9.3,0.425,0.9,1.2,0.757,1.9,5.2,7,2.5,1.2,1,1.9,3.7,9.1
18203,2002,2829,Toni Kukoč,NA,SF,33,9,NBA,ATL,59,9,1494,5.1,12.1,0.419,1.3,4.1,0.31,3.8,8,0.474,2.6,3.7,0.712,1,4.2,5.3,5.1,1.2,0.4,2.7,2.2,14.1
18204,2002,3094,Tony Battie,NA,C,25,5,NBA,BOS,74,73,1819,4.2,7.7,0.541,0,0,0,4.2,7.7,0.544,1.7,2.6,0.677,3.6,5.9,9.5,0.7,1.2,1.3,1,4.3,10.1
18205,2002,3031,Tony Delk,NA,SG,28,6,NBA,TOT,63,17,1447,5.6,14.6,0.384,1.7,5.3,0.313,4,9.3,0.425,1.9,2.4,0.804,1.4,3.6,5.1,3.3,1.3,0.2,1.5,2.4,14.9
18206,2002,3031,Tony Delk,NA,SG,28,6,NBA,PHO,41,1,877,6.8,17.1,0.399,1.9,6,0.32,4.9,11,0.442,2.3,2.8,0.836,1.6,3.5,5.1,3.3,1.3,0.2,1.6,2.5,17.9
18207,2002,3031,Tony Delk,NA,SG,28,6,NBA,BOS,22,16,570,3.8,10.9,0.349,1.3,4.2,0.299,2.5,6.6,0.381,1.4,1.9,0.733,1.3,3.7,5,3.2,1.4,0.4,1.2,2.4,10.2
18208,2002,2626,Tony Massenburg,NA,PF,34,10,NBA,MEM,73,31,1247,4.6,10.1,0.456,0,0,1,4.6,10,0.454,2.4,3.4,0.718,2.9,6.5,9.4,0.8,0.9,0.9,1.9,5,11.6
18209,2002,3355,Tony Parker,NA,PG,19,1,NBA,SAS,77,72,2267,4.3,10.1,0.419,1,3,0.323,3.3,7.1,0.46,1.7,2.5,0.675,0.5,2.6,3.1,5.3,1.4,0.1,2.4,2.6,11.2
18210,2002,3096,Tracy McGrady,NA,SG,22,5,NBA,ORL,76,76,2912,8.8,19.6,0.451,1.3,3.5,0.364,7.6,16.1,0.47,5.1,6.9,0.748,1.9,5.5,7.4,4.9,1.5,0.9,2.3,1.7,24.1
18211,2002,2757,Tracy Murray,NA,SF,30,10,NBA,TOR,40,3,473,6.5,15.8,0.411,3,7.9,0.385,3.4,7.8,0.437,1.3,1.6,0.81,1.4,2.7,4,1.4,0.8,0.6,1.9,2.9,17.3
18212,2002,3223,Trajan Langdon,NA,SG,25,3,NBA,CLE,44,0,477,5.3,13.3,0.398,2,5.6,0.365,3.2,7.7,0.422,3.2,3.5,0.913,1,3.2,4.2,4.5,1,0.4,3,3.7,15.8
18213,2002,2962,Travis Best,NA,PG,29,7,NBA,TOT,74,21,1747,4.7,10.7,0.44,0.4,1.2,0.356,4.3,9.5,0.451,2.1,2.4,0.897,0.4,2.7,3.1,6.7,1.8,0.1,2,3.6,12
18214,2002,2962,Travis Best,NA,PG,29,7,NBA,IND,44,3,954,4.4,10,0.439,0.5,1.3,0.382,3.9,8.7,0.448,2.2,2.5,0.877,0.4,2.3,2.6,6.6,2.2,0.2,2.2,3.8,11.4
18215,2002,2962,Travis Best,NA,PG,29,7,NBA,CHI,30,18,793,5.1,11.5,0.441,0.4,1.1,0.32,4.7,10.4,0.454,2.1,2.3,0.922,0.5,3.2,3.7,6.8,1.5,0,1.8,3.3,12.7
18216,2002,3032,Travis Knight,NA,C,27,6,NBA,NYK,49,0,429,3.4,9.5,0.363,0,0,NA,3.4,9.5,0.363,1.3,1.8,0.762,4,4.7,8.7,0.7,0.9,0.8,2.3,8,8.2
18217,2002,3356,Tremaine Fowlkes,NA,SF,25,1,NBA,LAC,22,17,343,2.6,6.7,0.391,0,0,NA,2.6,6.7,0.391,2.5,3.3,0.774,3.4,3.4,6.7,1.8,1.2,0.1,1.4,4.1,7.8
18218,2002,3357,Trenton Hassell,NA,SG,22,1,NBA,CHI,78,47,2237,4.3,10.1,0.425,1,2.7,0.364,3.3,7.5,0.447,1.4,1.8,0.763,1,3.1,4.1,2.8,0.9,0.7,1.6,3,11
18219,2002,3098,Troy Hudson,NA,PG,25,5,NBA,ORL,81,4,1854,6.9,15.8,0.434,1.3,3.6,0.353,5.6,12.2,0.459,3.4,3.9,0.876,0.6,2.2,2.8,5,1.1,0.1,3.2,2.3,18.4
18220,2002,3358,Troy Murphy,NA,PF,21,1,NBA,GSW,82,4,1448,4.4,10.5,0.421,0.1,0.2,0.333,4.4,10.3,0.423,3,3.9,0.776,2.5,5.5,8,1.7,0.9,0.5,2.1,5.4,11.9
18221,2002,2630,Tyrone Hill,NA,PF,33,12,NBA,CLE,26,26,810,3.2,8.1,0.39,0,0,0,3.2,8,0.392,3,4.6,0.65,3.5,8.7,12.2,1,0.8,0.6,2.1,4.5,9.3
18222,2002,3163,Tyrone Nesby,NA,SF,26,4,NBA,WAS,70,9,1498,4.4,10.1,0.435,0.3,1.1,0.277,4.1,9,0.455,1.5,2.2,0.688,2.5,5.1,7.6,2.2,1.5,0.5,1.2,3.9,10.6
18223,2002,3164,Tyronn Lue,NA,PG,24,4,NBA,WAS,71,0,1458,5.5,12.8,0.427,1.6,3.5,0.447,3.9,9.4,0.42,1.2,1.6,0.762,0.3,2.7,3,6.1,1.2,0,2.4,3,13.7
18224,2002,3359,Tyson Chandler,NA,C,19,1,NBA,CHI,71,31,1389,3.9,7.9,0.497,0,0,NA,3.9,7.9,0.497,3.5,5.8,0.604,3,5.9,8.9,1.4,0.7,2.4,2.6,4.6,11.3
18225,2002,2693,Victor Alexander,NA,C,32,5,NBA,DET,15,0,97,6.7,18.9,0.353,0,0.7,0,6.7,18.2,0.367,1.5,3,0.5,2.6,8.2,10.8,2.2,0,0.4,1.9,2.2,14.8
18226,2002,2830,Vin Baker,NA,C,30,9,NBA,SEA,55,41,1710,6.6,13.7,0.485,0,0.2,0.125,6.6,13.5,0.49,3,4.8,0.633,3.5,3.8,7.4,1.5,0.5,0.8,2.7,4.1,16.3
18227,2002,3166,Vince Carter,NA,SG,25,4,NBA,TOR,60,60,2385,8.4,19.7,0.428,1.8,4.7,0.387,6.6,15,0.441,3.7,4.6,0.798,2.1,2.6,4.7,3.6,1.4,0.6,2.3,2.9,22.4
18228,2002,2475,Vinny Del Negro,NA,PG,35,12,NBA,PHO,2,0,6,6,24,0.25,0,0,NA,6,24,0.25,0,0,NA,0,0,0,12,0,0,0,0,12
18229,2002,3033,Vitaly Potapenko,NA,C,26,6,NBA,BOS,79,9,1343,3.7,8.1,0.455,0,0,NA,3.7,8.1,0.455,2.4,3.2,0.742,4.5,4.8,9.3,0.8,1,0.5,1.7,4.7,9.7
18230,2002,2556,Vlade Divac,NA,C,33,13,NBA,SAC,80,80,2420,5,10.7,0.472,0,0.2,0.231,5,10.5,0.477,3.1,5.1,0.615,3,6.9,10,4.4,1.2,1.4,2.4,3.4,13.2
18231,2002,3360,Vladimir Radmanović,NA,PF,21,1,NBA,SEA,61,16,1230,4.3,10.4,0.412,1.9,4.6,0.42,2.3,5.8,0.406,1.4,2.1,0.681,1.3,5.4,6.7,2.4,1.6,0.7,2.1,3.5,11.9
18232,2002,3167,Vladimir Stepania,NA,C,25,4,NBA,MIA,67,4,884,4.8,10.1,0.47,0,0.1,0.5,4.7,10.1,0.47,2,4.2,0.481,4.1,6.9,11,0.7,1,1.8,2.1,4.2,11.6
18233,2002,3224,Vonteego Cummings,NA,PG,25,3,NBA,PHI,58,1,501,5.6,13.4,0.417,0.9,3.3,0.261,4.7,10.1,0.468,1.7,2.3,0.75,1,2.7,3.7,4.3,1.3,0.4,2.6,3.8,13.8
18234,2002,2965,Voshon Lenard,NA,SG,28,7,NBA,DEN,71,19,1665,6.8,16.6,0.41,1.9,5.2,0.371,4.9,11.4,0.427,2,2.6,0.783,0.8,3.1,4,2.8,1.3,0.5,2,2.3,17.6
18235,2002,3225,Wally Szczerbiak,NA,SF,24,3,NBA,MIN,82,82,3117,7,13.9,0.508,1,2.2,0.455,6,11.7,0.517,2.6,3.1,0.831,1.4,3.1,4.5,3,0.8,0.2,2.1,2.2,17.7
18236,2002,2758,Walt Williams,NA,SF,31,10,NBA,HOU,48,25,1117,5.4,12.8,0.419,2.5,5.9,0.426,2.8,6.9,0.413,1.3,1.6,0.784,1.2,4,5.2,2.2,0.6,0.3,1.7,3.4,14.5
18237,2002,3034,Walter McCarty,NA,PF,27,6,NBA,BOS,56,0,718,4,9,0.444,2,5,0.394,2.1,4.1,0.506,0.7,1,0.684,1.6,4.8,6.4,2.1,0.9,0.4,1.1,4.2,10.6
18238,2002,3294,Wang Zhizhi,NA,C,24,2,NBA,DAL,55,0,600,6.5,14.9,0.44,2.9,7,0.414,3.7,7.9,0.462,2.5,3.4,0.737,1.1,5.5,6.7,1.3,0.7,1.1,1.5,5,18.5
18239,2002,2889,Wesley Person,NA,SG,30,8,NBA,CLE,78,78,2793,6,12.2,0.495,1.8,4.2,0.444,4.2,8,0.521,1.3,1.6,0.798,0.6,3.1,3.8,2.2,1,0.5,1,1.2,15.2
18240,2002,3361,Will Solomon,NA,SG,23,1,NBA,MEM,62,4,872,4.7,13.7,0.341,1.9,6.7,0.284,2.8,7,0.396,2,3,0.671,0.5,2.3,2.8,3.8,1.4,0.3,2.6,3.1,13.3
18241,2002,3227,William Avery,NA,PG,22,3,NBA,MIN,28,0,258,3.6,12.6,0.289,0.8,4.9,0.171,2.8,7.7,0.364,1.8,2.7,0.684,0.6,2.8,3.3,5,1,0,2.7,2.4,9.9
18242,2002,3362,Zach Randolph,NA,PF,20,1,NBA,POR,41,0,238,7.3,16.2,0.449,0,0,NA,7.3,16.2,0.449,2.7,4.1,0.667,4.7,5.7,10.4,2,1.1,0.6,2.3,4.4,17.2
18243,2002,3295,Zendon Hamilton,NA,PF,26,2,NBA,DEN,54,15,848,4.4,10.4,0.42,0,0,NA,4.4,10.4,0.42,5,7.7,0.652,4.7,6.1,10.7,0.6,0.9,0.8,2.5,4.4,13.8
18244,2002,3100,Zydrunas Ilgauskas,NA,C,26,4,NBA,CLE,62,23,1329,6.5,15.4,0.425,0,0.1,0,6.5,15.2,0.429,5.6,7.5,0.754,3.7,5.4,9,1.9,0.5,2.3,2.5,5.1,18.7
18245,2002,3363,Óscar Torres,NA,SG,25,1,NBA,HOU,65,13,1075,4.5,11.4,0.396,1.2,4.2,0.294,3.3,7.2,0.456,2.7,3.5,0.781,1.6,2.5,4.1,1.3,0.8,0.3,1.6,2.1,13
18246,2002,3364,Željko Rebrača,NA,C,29,1,NBA,DET,74,4,1179,5.8,11.4,0.505,0,0,NA,5.8,11.4,0.505,4.1,5.3,0.771,2.6,6.3,8.9,1.2,0.9,2.2,2.6,5.9,15.7
17210,2001,2218,A.C. Green,NA,PF,37,16,NBA,MIA,82,1,1411,3.7,8.3,0.444,0,0.2,0,3.7,8.1,0.453,2,2.8,0.712,2.7,5.3,8,1,0.8,0.2,1.1,3,9.4
17211,2001,3228,A.J. Guyton,NA,PG,22,1,NBA,CHI,33,8,630,4.5,11,0.406,1.5,3.9,0.391,2.9,7,0.415,0.9,1,0.833,0.6,1.5,2.1,3.7,0.5,0.3,1.4,2,11.3
17212,2001,2832,Aaron McKie,NA,SG,28,7,NBA,PHI,76,33,2394,5.1,10.7,0.473,0.8,2.6,0.312,4.3,8.2,0.524,2.2,2.9,0.768,0.5,4.2,4.7,5.7,1.6,0.1,3.1,2.7,13.2
17213,2001,2760,Aaron Williams,NA,PF,29,7,NBA,NJN,82,25,2336,4.6,10,0.457,0,0,0,4.6,10,0.458,3.8,4.8,0.787,3.3,5.8,9.1,1.4,0.9,1.7,2,4.9,12.9
17214,2001,2694,Adam Keefe,NA,PF,30,9,NBA,GSW,67,13,836,2.8,6.8,0.403,0,0.1,0.333,2.7,6.7,0.404,1.7,2.7,0.619,3.9,5.1,9,1.6,1.2,0.9,1.7,4.4,7.2
17215,2001,3035,Adonal Foyle,NA,C,25,4,NBA,GSW,58,37,1457,3.9,9.3,0.416,0,0,NA,3.9,9.3,0.416,0.7,1.7,0.441,3.9,6.2,10,1.2,0.8,3.9,2,3.4,8.5
17216,2001,3169,Adrian Griffin,NA,SF,26,2,NBA,BOS,44,0,377,3.2,9.3,0.34,0.9,2.5,0.346,2.3,6.8,0.338,1.7,2.3,0.75,2.6,5.7,8.3,2.6,1.7,0.5,1.7,4.3,8.9
17217,2001,3101,Al Harrington,NA,PF,20,3,NBA,IND,78,38,1892,4.6,10.3,0.444,0,0.1,0.143,4.6,10.2,0.448,2,3,0.656,2.3,5,7.2,2.5,1.2,0.3,2.8,4.2,11.2
17218,2001,2892,Alan Henderson,NA,PF,28,6,NBA,ATL,73,42,1810,5.9,13.3,0.444,0,0,0,5.9,13.3,0.445,3.4,5.4,0.638,3.6,4.5,8.1,1,1,0.6,2.5,3.3,15.3
17219,2001,2763,Allan Houston,NA,SG,29,8,NBA,NYK,78,78,2858,6.8,15.2,0.449,1.2,3.2,0.381,5.6,12,0.467,3.5,3.9,0.909,0.3,3.3,3.6,2.2,0.7,0.1,2,2.4,18.4
17220,2001,2967,Allen Iverson,NA,SG,25,5,NBA,PHI,71,71,2979,9.2,21.9,0.42,1.2,3.7,0.32,8,18.2,0.441,7.1,8.7,0.814,0.6,2.7,3.3,3.9,2.2,0.2,2.9,1.8,26.7
17221,2001,2696,Alonzo Mourning,NA,C,30,9,NBA,MIA,13,3,306,8.6,16.6,0.518,0,0.1,0,8.6,16.5,0.521,3.6,6.5,0.564,4.1,7.8,11.9,1.4,0.5,3.6,3.3,2.8,20.8
17222,2001,3036,Alvin Williams,NA,SG,26,4,NBA,TOR,82,34,2394,5,11.5,0.43,0.5,1.6,0.306,4.5,9.9,0.451,1.6,2.2,0.752,0.8,2.4,3.2,6.1,1.8,0.4,1.5,2.6,12.1
17223,2001,3171,Andre Miller,NA,PG,24,2,NBA,CLE,82,82,2848,5.7,12.6,0.452,0.2,0.8,0.266,5.5,11.8,0.465,4.7,5.7,0.833,1.2,3.4,4.6,8.3,1.5,0.4,3.3,2.9,16.4
17224,2001,2894,Andrew DeClercq,NA,C,27,6,NBA,ORL,67,51,903,4.3,7.7,0.554,0,0,NA,4.3,7.7,0.554,1.9,3.3,0.573,3.6,5.8,9.4,1.3,1.6,1.3,2,7.9,10.4
17225,2001,3229,Andy Panko,NA,SF,23,1,NBA,ATL,1,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
17226,2001,2767,Anfernee Hardaway,NA,SG,29,8,NBA,PHO,4,4,112,4.8,11.6,0.417,0.6,2.6,0.25,4.2,9,0.464,2.3,3.5,0.636,1.6,4.2,5.8,4.8,1.9,0.3,1,1.9,12.5
17227,2001,3104,Antawn Jamison,NA,SF,24,3,NBA,GSW,82,82,3394,8.5,19.2,0.442,0.7,2.2,0.302,7.8,17,0.459,4.1,5.7,0.715,3,4.6,7.6,1.7,1.2,0.3,2.1,2.4,21.7
17228,2001,3172,Anthony Carter,NA,PG,25,2,NBA,MIA,72,6,1630,4.3,10.6,0.406,0.1,0.9,0.15,4.2,9.7,0.43,1.4,2.3,0.631,1,3,4,5.9,1.6,0.2,2.6,3.4,10.2
17229,2001,2895,Anthony Goldwire,NA,PG,29,4,NBA,DEN,20,0,201,5.4,14.3,0.375,1.6,6.1,0.265,3.8,8.2,0.457,2.3,3,0.765,0.2,2,2.1,6.1,1.6,0,2.7,2.3,14.7
17230,2001,3037,Anthony Johnson,NA,PG,26,4,NBA,TOT,53,0,511,3.7,10.7,0.349,0.1,0.4,0.2,3.7,10.4,0.354,1.6,2.3,0.697,0.7,2.4,3.1,5.5,1.6,0.4,2.4,4.4,9.2
17231,2001,3037,Anthony Johnson,NA,PG,26,4,NBA,ATL,25,0,279,3.4,9.2,0.366,0,0.4,0,3.4,8.8,0.382,1.5,2.2,0.706,0.4,2.6,3,4.4,2.2,0.6,2.6,5.3,8.3
17232,2001,3037,Anthony Johnson,NA,PG,26,4,NBA,CLE,28,0,232,4.2,12.6,0.333,0.2,0.3,0.5,4,12.3,0.329,1.7,2.5,0.688,1.1,2.2,3.3,6.8,0.9,0.2,2.2,3.3,10.2
17233,2001,2481,Anthony Mason,NA,PF,34,11,NBA,MIA,80,80,3254,5.1,10.6,0.482,0,0,NA,5.1,10.6,0.482,4.1,5.2,0.781,1.9,6.6,8.5,2.7,0.9,0.3,2,2.6,14.3
17234,2001,2834,Anthony Miller,NA,PF,29,7,NBA,TOT,4,0,11,3.3,6.5,0.5,0,0,NA,3.3,6.5,0.5,0,0,NA,0,6.5,6.5,0,0,0,3.3,3.3,6.5
17235,2001,2834,Anthony Miller,NA,PF,29,7,NBA,ATL,2,0,6,6,12,0.5,0,0,NA,6,12,0.5,0,0,NA,0,12,12,0,0,0,6,0,12
17236,2001,2834,Anthony Miller,NA,PF,29,7,NBA,HOU,1,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,12,0
17237,2001,2834,Anthony Miller,NA,PF,29,7,NBA,PHI,1,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
17238,2001,2699,Anthony Peeler,NA,SG,31,9,NBA,MIN,75,41,2126,5.2,12.4,0.421,1.7,4.3,0.391,3.5,8.1,0.437,1.3,1.5,0.862,0.7,2.5,3.3,3.3,1.5,0.3,1.8,2.8,13.4
17239,2001,2969,Antoine Walker,NA,PF,24,5,NBA,BOS,81,81,3396,7.5,18.2,0.413,2.3,6.4,0.367,5.2,11.8,0.439,2.6,3.7,0.716,1.6,6,7.6,4.7,1.5,0.5,3.2,2.7,20.1
17240,2001,3039,Antonio Daniels,NA,PG,25,4,NBA,SAS,79,23,2060,4.8,10.3,0.468,1.3,3.2,0.404,3.5,7.1,0.496,2.1,2.7,0.776,0.5,2.4,2.8,5.3,1.1,0.2,1.9,2.1,13
17241,2001,2768,Antonio Davis,NA,C,32,8,NBA,TOR,78,77,2729,4.9,11.4,0.433,0,0,0,4.9,11.4,0.434,4.2,5.6,0.754,3.6,6.8,10.4,1.4,0.3,2,1.8,3,14.1
17242,2001,2769,Antonio Harvey,NA,PF,30,6,NBA,POR,12,0,72,6.5,14,0.464,0,0,NA,6.5,14,0.464,2.5,3,0.833,2.5,4.5,7,2,0.5,3,1.5,5,15.5
17243,2001,2896,Antonio McDyess,NA,PF,26,6,NBA,DEN,70,70,2555,8.1,16.4,0.495,0,0,NA,8.1,16.4,0.495,4.3,6.1,0.7,3.4,8.5,11.9,2.1,0.6,1.4,2.3,3.1,20.5
17244,2001,3230,Art Long,NA,PF,28,1,NBA,SAC,9,0,20,0,7.2,0,0,0,NA,0,7.2,0,0,3.6,0,3.6,10.8,14.4,1.8,0,5.4,3.6,9,0
17245,2001,2897,Arvydas Sabonis,NA,C,36,6,NBA,POR,61,42,1299,6.8,14.3,0.479,0,0.4,0.067,6.8,13.9,0.491,3.4,4.3,0.776,1.4,7.8,9.2,2.5,1.1,1.7,2.4,3.8,17.1
17246,2001,3040,Austin Croshere,NA,PF,25,4,NBA,IND,81,23,1874,5.3,13.5,0.394,1.3,4,0.338,4,9.5,0.417,3.8,4.4,0.866,2.4,5.1,7.4,1.8,0.7,1,2.6,3.5,15.8
17247,2001,2406,Avery Johnson,NA,PG,35,13,NBA,SAS,55,20,1290,3.7,8.4,0.447,0,0.2,0.167,3.7,8.2,0.452,1.1,1.7,0.683,0.6,1.8,2.4,6.6,0.9,0.1,1.7,2.5,8.7
17248,2001,3173,Baron Davis,NA,PG,21,2,NBA,CHH,82,82,3192,4.6,10.8,0.427,1,3.1,0.31,3.7,7.7,0.474,2.6,3.8,0.677,1.5,3.1,4.6,6.7,1.9,0.4,2.5,3,12.8
17249,2001,2971,Ben Wallace,NA,C,26,5,NBA,DET,80,80,2760,2.8,5.7,0.49,0,0.1,0.25,2.8,5.7,0.492,1,3.1,0.336,4,9.8,13.7,1.6,1.4,2.4,1.5,2.5,6.7
17250,2001,2839,Bill Curley,NA,PF,28,5,NBA,TOT,20,2,192,4.7,8.8,0.532,0.2,0.4,0.5,4.5,8.4,0.533,2.3,3.6,0.632,3.9,3,6.9,0.6,1.3,1.7,3,8.4,11.8
17251,2001,2839,Bill Curley,NA,PF,28,5,NBA,DAL,5,0,15,2.4,9.6,0.25,0,2.4,0,2.4,7.2,0.333,2.4,9.6,0.25,0,0,0,0,2.4,2.4,4.8,9.6,7.2
17252,2001,2839,Bill Curley,NA,PF,28,5,NBA,GSW,15,2,177,4.9,8.7,0.558,0.2,0.2,1,4.7,8.5,0.548,2.2,3.1,0.733,4.3,3.3,7.5,0.6,1.2,1.6,2.8,8.3,12.2
17253,2001,2633,Billy Owens,NA,PF,31,10,NBA,DET,45,14,793,4,10.4,0.383,0.1,0.9,0.15,3.9,9.5,0.405,0.9,1.8,0.475,3.8,5.5,9.3,2.5,1.5,0.5,1.8,4.2,9
17254,2001,2568,Bimbo Coles,NA,PG,32,11,NBA,CLE,47,0,804,4.1,10.7,0.381,0.1,0.7,0.125,4,10,0.399,2.1,2.5,0.857,0.4,1.7,2.1,6.2,1.2,0.3,2.6,3.9,10.4
17255,2001,2771,Bo Outlaw,NA,PF,29,8,NBA,ORL,80,69,2534,3.2,5.2,0.614,0,0,0.5,3.2,5.2,0.615,1.8,3.2,0.573,3,5.8,8.8,3.2,1.5,1.9,2,3.4,8.3
17256,2001,2899,Bob Sura,NA,SG,27,6,NBA,GSW,53,42,1684,4.3,11.1,0.39,1,3.7,0.273,3.3,7.4,0.448,2.9,4,0.714,1.2,3.7,4.9,5.2,1.2,0.2,3.4,2.7,12.5
17257,2001,3041,Bobby Jackson,NA,PG,27,4,NBA,SAC,79,7,1648,5,11.5,0.439,0.9,2.3,0.375,4.2,9.2,0.455,1.4,1.9,0.739,1.6,3.8,5.4,3.5,1.9,0.2,2.3,3,12.4
17258,2001,3105,Bonzi Wells,NA,SF,24,3,NBA,POR,75,46,1995,7,13.1,0.533,0.3,0.9,0.34,6.7,12.2,0.547,2.9,4.3,0.663,2.2,4.5,6.6,3.8,1.7,0.4,3,3.7,17.1
