seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,gs,mp,fg_per_36_min,fga_per_36_min,fg_percent,x3p_per_36_min,x3pa_per_36_min,x3p_percent,x2p_per_36_min,x2pa_per_36_min,x2p_percent,ft_per_36_min,fta_per_36_min,ft_percent,orb_per_36_min,drb_per_36_min,trb_per_36_min,ast_per_36_min,stl_per_36_min,blk_per_36_min,tov_per_36_min,pf_per_36_min,pts_per_36_min
24650,2014,3519,Dorell Wright,NA,SF,28,10,NBA,POR,68,13,984,4.1,10.9,0.374,2.5,7.4,0.342,1.5,3.5,0.442,1.9,2.5,0.754,1.1,5.9,7,2.3,0.8,0.6,1.4,2.3,12.5
24651,2014,4084,Doron Lamb,NA,SG,22,2,NBA,ORL,53,0,695,3.3,8.3,0.394,1.9,4.7,0.4,1.4,3.6,0.386,1.5,1.9,0.806,0.4,2.1,2.5,2.2,0.6,0.1,1.4,2.8,9.9
24652,2014,4085,Draymond Green,NA,SF,23,2,NBA,GSW,82,12,1797,3.7,9.2,0.407,1.1,3.3,0.333,2.6,5.9,0.449,1.6,2.5,0.667,1.7,6.5,8.2,3,2,1.4,1.8,4.6,10.2
24653,2014,3380,Drew Gooden,NA,C,32,12,NBA,WAS,22,0,395,6.9,13,0.531,0.6,1.5,0.412,6.3,11.5,0.548,2.2,2.5,0.889,3.4,7,10.4,1.4,0.9,0.6,1.5,4.8,16.7
24654,2014,4160,Dwight Buycks,NA,PG,24,1,NBA,TOR,14,0,146,3.7,11.8,0.313,1.2,4.2,0.294,2.5,7.6,0.323,2,2.2,0.889,1,4.7,5.7,2.5,2,0,2.5,2.7,10.6
24655,2014,3520,Dwight Howard,NA,C,28,10,NBA,HOU,71,71,2396,7.1,12,0.591,0,0.1,0.286,7.1,11.9,0.594,5.2,9.6,0.547,3.5,9.5,13,2,0.9,1.9,3.4,3.6,19.5
24656,2014,3445,Dwyane Wade,NA,SG,32,11,NBA,MIA,54,53,1775,8.4,15.4,0.545,0.2,0.6,0.281,8.2,14.8,0.557,3.8,5.2,0.733,1.2,3.7,4.9,5.1,1.6,0.6,3.3,2.1,20.8
24657,2014,4003,E'Twaun Moore,NA,SG,24,3,NBA,ORL,79,3,1506,4.7,10.9,0.428,1.4,3.8,0.354,3.3,7.1,0.468,1.2,1.6,0.765,0.7,2.6,3.3,2.7,1.4,0.3,1.3,2.5,11.9
24658,2014,3875,Earl Clark,NA,PF,26,5,NBA,TOT,54,17,768,4.5,12.2,0.372,1.9,5.7,0.336,2.6,6.5,0.403,1,1.6,0.647,1,5.7,6.7,0.8,0.8,1.2,1.5,3.1,12
24659,2014,3875,Earl Clark,NA,PF,26,5,NBA,CLE,45,17,698,4.6,12.4,0.375,2.1,6,0.345,2.6,6.4,0.403,0.7,1.2,0.583,1,5.5,6.6,0.8,0.8,1,1.5,3.1,12.1
24660,2014,3875,Earl Clark,NA,PF,26,5,NBA,NYK,9,0,70,3.6,10.8,0.333,0.5,3.1,0.167,3.1,7.7,0.4,4.1,5.1,0.8,1,7.2,8.2,1,0.5,3.1,0.5,3.1,11.8
24661,2014,3311,Earl Watson,NA,PG,34,13,NBA,POR,24,0,161,0.7,2.5,0.273,0.4,1.6,0.286,0.2,0.9,0.25,0.9,0.9,1,1.1,2.2,3.4,6.3,1.1,0.2,3.8,7.4,2.7
24662,2014,3932,Ed Davis,NA,PF,24,4,NBA,MEM,63,4,956,5.8,10.9,0.534,0,0,NA,5.8,10.9,0.534,1.8,3.4,0.528,3.5,6.3,9.8,1,0.6,1.6,1.5,4.3,13.4
24663,2014,3933,Ekpe Udoh,NA,PF,26,4,NBA,MIL,42,14,804,2.6,6.4,0.399,0,0,NA,2.6,6.4,0.399,1.3,2.1,0.638,2.7,3.9,6.6,1.4,0.7,2,1.7,4.3,6.4
24664,2014,4161,Elias Harris,NA,SF,24,1,NBA,LAL,2,0,11,0,3.3,0,0,0,NA,0,3.3,0,0,0,NA,3.3,0,3.3,3.3,3.3,0,0,0,0
24665,2014,4005,Elliot Williams,NA,SG,24,2,NBA,PHI,67,2,1157,4.4,10.5,0.415,1.2,3.9,0.296,3.2,6.6,0.486,2.7,3.7,0.731,0.9,3.1,4,2.2,1.1,0.1,2.1,3.9,12.6
24666,2014,3186,Elton Brand,NA,C,34,15,NBA,ATL,73,15,1414,4.6,8.5,0.539,0,0.1,0,4.6,8.4,0.542,1.6,2.4,0.649,2.5,6.7,9.2,1.9,1,2.2,1.5,4.9,10.7
24667,2014,4006,Enes Freedom,NA,C,21,3,NBA,UTA,80,37,2138,7.1,14.4,0.491,0,0,0,7.1,14.3,0.492,2.5,3.4,0.73,3.7,6.3,10.1,1.3,0.5,0.7,2.4,3.9,16.6
24668,2014,3934,Eric Bledsoe,NA,PG,24,4,NBA,PHO,43,40,1416,6.7,14.1,0.477,1.3,3.6,0.357,5.5,10.6,0.517,4.7,6,0.772,0.7,4.4,5.1,6,1.8,0.4,3.6,2.5,19.4
24669,2014,3815,Eric Gordon,NA,SG,25,6,NBA,NOP,64,64,2057,6.2,14.3,0.436,1.8,4.5,0.391,4.5,9.8,0.456,3.1,3.9,0.785,0.5,2.4,2.9,3.6,1.3,0.2,2.3,2,17.3
24670,2014,3876,Eric Maynor,NA,PG,26,5,NBA,TOT,31,0,327,3.5,11.1,0.317,1.3,4.1,0.324,2.2,7,0.313,0.7,1.2,0.545,1,3.3,4.3,5.7,1,0.3,3.2,1.9,9
24671,2014,3876,Eric Maynor,NA,PG,26,5,NBA,WAS,23,0,215,3.5,12.1,0.292,1.3,4.2,0.32,2.2,7.9,0.277,0.3,0.5,0.667,1.2,2.8,4,6.7,0.8,0.2,2.8,2.2,8.7
24672,2014,3876,Eric Maynor,NA,PG,26,5,NBA,PHI,8,0,112,3.5,9.3,0.379,1.3,3.9,0.333,2.3,5.5,0.412,1.3,2.6,0.5,0.6,4.2,4.8,3.9,1.3,0.6,3.9,1.3,9.6
24673,2014,4162,Erik Murphy,NA,C,23,1,NBA,CHI,24,0,62,1.7,7.5,0.231,0,1.7,0,1.7,5.8,0.3,0,0,NA,1.2,3.5,4.6,1.2,0,2.3,1.2,4.1,3.5
24674,2014,3669,Ersan İlyasova,NA,PF,26,6,NBA,MIL,55,47,1478,5.8,14.1,0.409,0.9,3.2,0.282,4.9,10.9,0.446,2.6,3.2,0.823,2.6,5.7,8.3,1.8,1.1,0.2,1.5,3.3,15.1
24675,2014,4086,Evan Fournier,NA,SG,21,2,NBA,DEN,76,4,1503,5.5,13,0.419,2.1,5.7,0.376,3.3,7.4,0.453,2.2,2.9,0.756,0.8,4,4.8,2.7,0.8,0.2,2.4,4.3,15.3
24676,2014,3936,Evan Turner,NA,SF,25,4,NBA,TOT,81,56,2457,6.4,15,0.425,0.7,2.3,0.321,5.6,12.7,0.444,3.1,3.8,0.813,0.9,5.1,6,3.8,1,0.1,2.8,2.9,16.6
24677,2014,3936,Evan Turner,NA,SF,25,4,NBA,PHI,54,54,1886,6.8,15.9,0.428,0.7,2.5,0.288,6.1,13.3,0.455,3.6,4.4,0.829,1,5.2,6.1,3.8,1.1,0.1,3,2.8,17.9
24678,2014,3936,Evan Turner,NA,SF,25,4,NBA,IND,27,2,571,4.9,12,0.411,0.8,1.5,0.5,4.2,10.5,0.398,1.5,2.1,0.706,0.8,4.7,5.4,4,0.7,0.1,2.1,3,12.1
24679,2014,3602,Francisco García,NA,SF,32,9,NBA,HOU,55,4,1083,3.9,9.8,0.401,2.3,6.4,0.358,1.6,3.4,0.485,0.3,0.6,0.526,0.7,3.4,4.1,2.1,0.9,1.1,1,4,10.5
24680,2014,4163,Gal Mekel,NA,PG,25,1,NBA,DAL,31,1,292,3.7,10.6,0.349,0.6,2.5,0.25,3.1,8.1,0.379,1,1.5,0.667,0.6,2.7,3.3,7.8,0.5,0.1,3.8,3.8,9
24681,2014,3877,Garrett Temple,NA,SG,27,4,NBA,WAS,75,0,638,2.9,8,0.362,0.3,1.6,0.207,2.5,6.3,0.402,1.7,2.4,0.698,1.2,2.7,3.8,4.1,2,0.6,2.4,4.1,7.8
24682,2014,3940,Gary Neal,NA,SG,29,4,NBA,TOT,52,3,1114,6.2,15.2,0.41,2.2,5.8,0.378,4,9.4,0.43,3,3.4,0.895,0.3,2.6,2.9,2.7,0.6,0,2.1,2.1,17.7
24683,2014,3940,Gary Neal,NA,SG,29,4,NBA,MIL,30,2,607,6.4,16.4,0.39,2.4,6.6,0.36,4,9.8,0.41,2.7,3.2,0.833,0.5,2.5,3,2.7,0.4,0,2.3,1.5,17.9
24684,2014,3940,Gary Neal,NA,SG,29,4,NBA,CHA,22,1,507,6,13.8,0.438,2,4.9,0.406,4,8.9,0.456,3.5,3.6,0.961,0.1,2.7,2.8,2.6,0.8,0,1.8,2.8,17.5
24685,2014,3816,George Hill,NA,PG,27,6,NBA,IND,76,76,2434,4,9.1,0.442,1.4,3.8,0.365,2.6,5.3,0.497,2.1,2.6,0.807,0.8,3.4,4.2,3.9,1.1,0.3,1.4,2.3,11.6
24686,2014,3604,Gerald Green,NA,SG,28,7,NBA,PHO,82,48,2330,6.9,15.5,0.445,3.2,7.9,0.4,3.8,7.7,0.492,3,3.6,0.848,0.7,3.5,4.2,1.9,1.1,0.6,2.2,3.4,20
24687,2014,3878,Gerald Henderson,1987,SG,26,5,NBA,CHA,77,77,2461,5.9,13.6,0.433,0.6,1.7,0.348,5.3,11.9,0.445,3.4,4.5,0.761,0.5,4.1,4.5,2.9,0.7,0.5,1.7,2.3,15.8
24688,2014,3316,Gerald Wallace,NA,SF,31,13,NBA,BOS,58,16,1416,2.9,5.8,0.504,0.5,1.6,0.297,2.5,4.2,0.584,1.2,2.6,0.465,0.9,4.5,5.4,3.6,1.9,0.4,2.5,2,7.6
24689,2014,4164,Giannis Antetokounmpo,NA,SF,19,1,NBA,MIL,77,23,1897,3.3,7.9,0.414,0.8,2.2,0.347,2.5,5.7,0.44,2.6,3.8,0.683,1.5,5,6.4,2.8,1.1,1.2,2.3,3.3,10
24690,2014,4165,Gigi Datome,NA,SF,26,1,NBA,DET,34,0,238,5.1,14.7,0.351,1.1,5.9,0.179,4.1,8.8,0.466,1.2,1.5,0.8,2.1,4.8,7,1.7,0.9,0.2,1.7,3,12.6
24691,2014,3754,Glen Davis,NA,PF,28,7,NBA,TOT,68,44,1662,5.9,12.8,0.457,0.1,0.2,0.364,5.8,12.6,0.459,2.1,3,0.693,2.3,5.3,7.6,1.7,1.3,0.6,1.6,3.4,13.9
24692,2014,3754,Glen Davis,NA,PF,28,7,NBA,ORL,45,43,1354,6.2,13.6,0.453,0.1,0.3,0.4,6.1,13.3,0.454,2,3,0.675,2.3,5.2,7.5,1.9,1.2,0.6,1.6,3,14.5
24693,2014,3754,Glen Davis,NA,PF,28,7,NBA,LAC,23,1,308,4.6,9.5,0.481,0,0.1,0,4.6,9.4,0.488,2.1,2.7,0.783,2.5,5.6,8.1,0.8,1.4,0.8,2,5.6,11.2
24694,2014,4166,Glen Rice Jr.,NA,SG,23,1,NBA,WAS,11,1,109,3.6,12.2,0.297,1.7,5.6,0.294,2,6.6,0.3,1.7,2.3,0.714,1.3,5.3,6.6,2.3,2,0.3,3,2.3,10.6
24695,2014,3817,Goran Dragić,NA,SG,27,6,NBA,PHO,76,75,2668,7.4,14.7,0.505,1.6,4,0.408,5.8,10.7,0.542,4.3,5.6,0.76,0.9,2.4,3.3,6,1.4,0.3,2.9,2.8,20.8
24696,2014,3941,Gordon Hayward,NA,SF,23,4,NBA,UTA,77,77,2800,5.5,13.3,0.413,1.1,3.6,0.304,4.4,9.7,0.453,4,4.9,0.816,0.8,4.2,5,5.1,1.4,0.5,2.7,2,16
24697,2014,4167,Gorgui Dieng,NA,C,24,1,NBA,MIN,60,15,818,5,10,0.498,0,0,1,4.9,9.9,0.496,2.6,4.1,0.634,4.5,8.7,13.2,1.7,1.3,2.2,2.4,4.8,12.6
24698,2014,3942,Greg Monroe,NA,PF,23,4,NBA,DET,82,82,2690,6.7,13.6,0.497,0,0,0,6.7,13.6,0.497,3.2,4.9,0.657,3.4,6.7,10.2,2.3,1.2,0.6,2.2,2.7,16.7
24699,2014,3818,Greg Oden,NA,C,26,3,NBA,MIA,23,6,212,4.6,8.3,0.551,0,0,NA,4.6,8.3,0.551,2.2,3.9,0.565,3.9,5.3,9.2,0.2,1.2,2.2,2,8.8,11.4
24700,2014,4008,Greg Smith,1991,C,23,3,NBA,HOU,11,0,100,6.5,10.1,0.643,0,0,NA,6.5,10.1,0.643,0.7,1.8,0.4,4,5.8,9.7,0,0.4,0.7,1.8,6.1,13.7
24701,2014,4009,Greg Stiemsma,NA,C,28,3,NBA,NOP,55,20,1007,2.5,4.4,0.574,0,0,0,2.5,4.3,0.579,0.7,1.1,0.594,2.6,5.5,8.1,1.3,1.3,2,1.6,6,5.7
24702,2014,3943,Greivis Vásquez,NA,PG,27,4,NBA,TOT,79,23,1779,5.6,13.3,0.421,2.2,5.8,0.377,3.4,7.5,0.455,1.9,2.2,0.88,0.4,3.1,3.5,6.5,0.6,0.1,2.6,2.9,15.3
24703,2014,3943,Greivis Vásquez,NA,PG,27,4,NBA,SAC,18,18,465,5,11.6,0.433,1.2,3.9,0.32,3.8,7.7,0.49,2.3,2.5,0.938,0.4,2.2,2.6,7.4,0.5,0.1,2.1,2.9,13.6
24704,2014,3943,Greivis Vásquez,NA,PG,27,4,NBA,TOR,61,5,1314,5.8,13.9,0.417,2.5,6.5,0.389,3.3,7.4,0.442,1.8,2.1,0.855,0.4,3.4,3.8,6.2,0.7,0.1,2.8,2.9,15.9
24705,2014,4010,Gustavo Ayón,NA,C,28,3,NBA,ATL,26,14,429,4.4,8.6,0.51,0,0,NA,4.4,8.6,0.51,0.7,1.7,0.4,3.5,7,10.5,2.3,2.1,0.8,2.4,3.9,9.4
24706,2014,3944,Hamady N'Diaye,NA,C,27,3,NBA,SAC,14,0,74,1.5,4.4,0.333,0,0,NA,1.5,4.4,0.333,0,0.5,0,2.4,6.3,8.8,1.5,0,1.9,1.5,7.3,2.9
24707,2014,4089,Harrison Barnes,NA,SF,21,2,NBA,GSW,78,24,2204,4.4,11.1,0.399,1.1,3.1,0.347,3.3,8,0.419,2.1,3,0.718,1.1,4,5.1,1.9,1.1,0.3,1.4,2.6,12.1
24708,2014,3879,Hasheem Thabeet,NA,C,26,5,NBA,OKC,23,0,192,2.4,4.3,0.565,0,0,NA,2.4,4.3,0.565,0.2,0.9,0.2,1.7,5.8,7.5,0.2,0.7,1.7,2.6,8.8,5.1
24709,2014,3252,Hedo Türkoğlu,NA,SF,34,14,NBA,LAC,38,0,392,3.9,10,0.385,2,4.6,0.44,1.8,5.4,0.339,0.8,1.7,0.5,1,7.2,8.2,3,1.7,0.9,1.5,4.6,10.6
24710,2014,4090,Henry Sims,NA,C,23,2,NBA,TOT,46,25,875,5.3,11.3,0.474,0,0,0,5.3,11.2,0.476,3.7,5,0.744,4.3,5.5,9.8,2.1,1.2,0.8,1.7,4.8,14.4
24711,2014,4090,Henry Sims,NA,C,23,2,NBA,CLE,20,0,168,3.9,9.6,0.4,0,0,NA,3.9,9.6,0.4,1.7,3,0.571,4.7,7.3,12,1.1,1.1,1.5,1.7,6.9,9.4
24712,2014,4090,Henry Sims,NA,C,23,2,NBA,PHI,26,25,707,5.7,11.7,0.489,0,0.1,0,5.7,11.6,0.491,4.2,5.4,0.766,4.2,5,9.2,2.4,1.2,0.7,1.7,4.3,15.6
24713,2014,3671,Hilton Armstrong,NA,C,29,6,NBA,GSW,15,1,97,3.3,7.1,0.474,0,0,NA,3.3,7.1,0.474,2.6,5.9,0.438,7.1,10.4,17.4,1.9,1.5,1.5,2.2,4.1,9.3
24714,2014,4168,Hollis Thompson,NA,SF,22,1,NBA,PHI,77,41,1742,3.5,7.7,0.46,1.4,3.5,0.401,2.1,4.2,0.507,1.1,1.5,0.712,1.5,3.6,5.1,1.5,1.1,0.2,1.2,3,9.5
24715,2014,4169,Ian Clark,NA,SG,22,1,NBA,UTA,23,0,172,5.4,14,0.388,2.3,6.5,0.355,3.1,7.5,0.417,1,1.5,0.714,0.6,3.3,4,3.1,1.7,0.4,2.9,5,14.2
24716,2014,3756,Ian Mahinmi,NA,C,27,6,NBA,IND,77,1,1248,2.6,5.5,0.481,0,0,0,2.6,5.4,0.484,2.6,4.2,0.621,3.1,4.3,7.4,0.7,1.2,2.1,1.7,6,7.8
24717,2014,4011,Iman Shumpert,NA,SG,23,3,NBA,NYK,74,58,1962,3.4,8.9,0.378,1.4,4.2,0.333,2,4.7,0.418,1,1.3,0.746,1.5,4.2,5.7,2.4,1.7,0.2,1.4,3.8,9.1
24718,2014,4170,Isaiah Canaan,NA,PG,22,1,NBA,HOU,22,0,252,4.4,12.4,0.356,2.6,7.9,0.327,1.9,4.6,0.406,3,4.1,0.724,1,2.4,3.4,3.1,1.1,0.6,3,3.6,14.4
24719,2014,4012,Isaiah Thomas,NA,PG,24,3,NBA,SAC,72,54,2497,7.2,15.8,0.453,1.8,5.2,0.349,5.3,10.6,0.504,5,5.9,0.85,0.7,2.4,3,6.5,1.3,0.1,3.1,2.7,21.1
24720,2014,3946,Ish Smith,NA,PG,25,4,NBA,PHO,70,1,1006,4.3,10.1,0.423,0,0.8,0.043,4.2,9.2,0.457,0.8,1.4,0.564,1.1,3.5,4.6,6.4,1.8,0.5,2.3,2.4,9.3
24721,2014,3673,J.J. Barea,NA,PG,29,8,NBA,MIN,79,1,1471,6.2,16.1,0.387,1.8,5.7,0.316,4.4,10.4,0.426,1.9,2.4,0.79,0.4,3.4,3.8,7.4,0.6,0,3.1,3.2,16.2
24722,2014,3821,J.J. Hickson,NA,PF,25,6,NBA,DEN,69,52,1859,6.4,12.7,0.508,0,0.2,0,6.4,12.5,0.514,2.9,5.6,0.517,4,8.2,12.2,1.9,0.9,1,2.5,3.4,15.8
24723,2014,3674,J.J. Redick,NA,SG,29,8,NBA,LAC,35,34,987,6.6,14.5,0.455,2.7,6.7,0.395,3.9,7.8,0.507,3.5,3.9,0.915,0.3,2.4,2.7,2.8,1,0.1,1.5,2.4,19.4
24724,2014,3527,J.R. Smith,NA,SF,28,10,NBA,NYK,74,37,2421,5.9,14.2,0.415,2.8,7.1,0.394,3.1,7.1,0.436,1.3,2.1,0.652,0.5,3.9,4.4,3.3,1,0.3,1.6,2.9,15.9
24725,2014,3823,JaVale McGee,NA,C,26,6,NBA,DEN,5,5,79,7.7,17.3,0.447,0,0,NA,7.7,17.3,0.447,0.5,0.5,1,4.6,3.2,7.7,0.9,0.5,3.2,3.6,7.3,15.9
24726,2014,4091,Jae Crowder,NA,SF,23,2,NBA,DAL,78,8,1254,3.7,8.5,0.439,1.4,4.3,0.331,2.3,4.2,0.552,1.3,1.8,0.754,1.3,4.2,5.6,1.7,1.7,0.6,1.2,2.9,10.2
24727,2014,4171,Jamaal Franklin,NA,SG,22,1,NBA,MEM,21,0,161,3.6,8.7,0.41,1.1,2.5,0.455,2.5,6.3,0.393,0.4,0.4,1,0.9,4.2,5.1,1.3,0.9,0.4,2.5,5.1,8.7
24728,2014,3319,Jamaal Tinsley,NA,PG,35,11,NBA,UTA,8,5,110,1.3,6.5,0.2,0.3,4.9,0.067,1,1.6,0.6,0,0,NA,0.7,2.9,3.6,7.5,0.7,0,2.9,3.3,2.9
24729,2014,3258,Jamal Crawford,NA,SG,33,14,NBA,LAC,69,24,2094,7.2,17.4,0.416,2.8,7.7,0.361,4.5,9.7,0.46,4.8,5.5,0.866,0.6,2.1,2.7,3.8,1,0.2,2.3,2.1,22
24730,2014,3530,Jameer Nelson,NA,PG,31,10,NBA,ORL,68,68,2179,4.9,12.3,0.394,2.2,6.5,0.348,2.6,5.9,0.444,1.6,1.9,0.857,0.5,3.3,3.8,7.9,0.9,0.1,2.7,2.4,13.5
24731,2014,3947,James Anderson,NA,SG,24,4,NBA,PHI,80,62,2309,4.8,11.2,0.431,1.8,5.5,0.328,3,5.7,0.53,1.2,1.7,0.726,0.9,3.8,4.7,2.3,1.2,0.4,1.7,2.4,12.6
24732,2014,3880,James Harden,NA,SG,24,5,NBA,HOU,73,73,2777,7.1,15.6,0.456,2.3,6.3,0.366,4.8,9.4,0.515,7.5,8.6,0.866,0.8,3.7,4.5,5.8,1.5,0.4,3.4,2.3,24
24733,2014,3881,James Johnson,NA,SF,26,5,NBA,MEM,52,4,956,5.4,11.6,0.464,0.8,3.3,0.253,4.6,8.3,0.548,2.9,3.4,0.844,2.3,4,6.3,4.2,1.6,2.1,2.5,3.8,14.5
24734,2014,3449,James Jones,NA,SF,33,11,NBA,MIA,20,6,236,4.7,10.4,0.456,4.3,8.2,0.519,0.5,2.1,0.214,1.1,1.7,0.636,0.3,3.2,3.5,1.4,0.5,0.6,0.6,0.9,14.8
24735,2014,4172,James Nunnally,NA,SF,23,1,NBA,TOT,13,0,165,3.3,10,0.326,1.7,5.5,0.32,1.5,4.6,0.333,1.3,2,0.667,0.2,3.9,4.1,1.7,1.3,0.4,1.5,2.4,9.6
24736,2014,4172,James Nunnally,NA,SF,23,1,NBA,ATL,4,0,54,4,12,0.333,2,6.7,0.3,2,5.3,0.375,2,2.7,0.75,0.7,4.7,5.3,1.3,0.7,0.7,2.7,1.3,12
24737,2014,4172,James Nunnally,NA,SF,23,1,NBA,PHI,9,0,111,2.9,9.1,0.321,1.6,4.9,0.333,1.3,4.2,0.308,1,1.6,0.6,0,3.6,3.6,1.9,1.6,0.3,1,2.9,8.4
24738,2014,4173,James Southerland,NA,SF,23,1,NBA,TOT,4,0,30,6,18,0.333,3.6,7.2,0.5,2.4,10.8,0.222,1.2,2.4,0.5,0,9.6,9.6,0,1.2,2.4,1.2,3.6,16.8
24739,2014,4173,James Southerland,NA,SF,23,1,NBA,CHA,1,0,3,0,36,0,0,12,0,0,24,0,0,0,NA,0,0,0,0,0,0,0,0,0
24740,2014,4173,James Southerland,NA,SF,23,1,NBA,NOP,3,0,27,6.7,16,0.417,4,6.7,0.6,2.7,9.3,0.286,1.3,2.7,0.5,0,10.7,10.7,0,1.3,2.7,1.3,4,18.7
24741,2014,4015,Jan Veselý,NA,PF,23,3,NBA,TOT,54,1,776,4.1,8,0.514,0,0,NA,4.1,8,0.514,0.9,2.6,0.339,3.8,5.1,8.9,1,2.5,1.6,1.7,5.6,9.1
24742,2014,4015,Jan Veselý,NA,PF,23,3,NBA,WAS,33,1,470,3.7,7,0.522,0,0,NA,3.7,7,0.522,0.6,2.3,0.267,4.1,4.6,8.7,0.8,2,1.5,1.7,4.9,8
24743,2014,4015,Jan Veselý,NA,PF,23,3,NBA,DEN,21,0,306,4.8,9.5,0.506,0,0,NA,4.8,9.5,0.506,1.3,3.1,0.423,3.3,5.9,9.2,1.3,3.2,1.9,1.6,6.7,10.9
24744,2014,3389,Jannero Pargo,NA,PG,34,10,NBA,CHA,29,0,242,7.7,17.6,0.441,3.6,8.9,0.4,4.2,8.6,0.483,1.2,1.6,0.727,0.1,2.8,3,7.7,2.1,0.1,3.9,2.5,20.2
24745,2014,4092,Jared Cunningham,NA,SG,22,2,NBA,TOT,13,0,80,2.7,9.5,0.286,0.5,3.2,0.143,2.3,6.3,0.357,5.9,7.2,0.813,0.5,2.3,2.7,3.6,1.4,0,0.9,7.2,11.7
24746,2014,4092,Jared Cunningham,NA,SG,22,2,NBA,ATL,5,0,22,1.6,3.3,0.5,0,1.6,0,1.6,1.6,1,0,3.3,0,0,1.6,1.6,4.9,0,0,3.3,4.9,3.3
24747,2014,4092,Jared Cunningham,NA,SG,22,2,NBA,SAC,8,0,58,3.1,11.8,0.263,0.6,3.7,0.167,2.5,8.1,0.308,8.1,8.7,0.929,0.6,2.5,3.1,3.1,1.9,0,0,8.1,14.9
24748,2014,3758,Jared Dudley,NA,SF,28,7,NBA,LAC,74,43,1729,4.1,9.3,0.438,1.7,4.7,0.36,2.4,4.6,0.518,0.8,1.2,0.655,0.7,2.6,3.3,2.2,0.9,0.2,1.2,3,10.6
24749,2014,4093,Jared Sullinger,NA,PF,21,2,NBA,BOS,74,44,2041,6.8,15.9,0.427,1,3.7,0.269,5.8,12.2,0.475,2.8,3.6,0.778,4.3,6.3,10.6,2.1,0.6,0.9,2.1,4.4,17.3
24750,2014,3608,Jarrett Jack,NA,PG,30,9,NBA,CLE,80,31,2252,4.6,11.2,0.41,1,3,0.341,3.6,8.2,0.435,2,2.4,0.839,0.4,3.2,3.6,5.2,0.9,0.4,2.1,2.1,12.1
24751,2014,4094,Jarvis Varnado,NA,PF,25,2,NBA,TOT,24,0,339,3.8,6.4,0.6,0,0,NA,3.8,6.4,0.6,2.9,5.5,0.519,2,4.7,6.7,1.4,1.1,3.1,1.1,6.6,10.5
24752,2014,4094,Jarvis Varnado,NA,PF,25,2,NBA,CHI,1,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,18,0
24753,2014,4094,Jarvis Varnado,NA,PF,25,2,NBA,PHI,23,0,337,3.8,6.4,0.6,0,0,NA,3.8,6.4,0.6,2.9,5.6,0.519,2,4.7,6.7,1.4,1.1,3.1,1.1,6.5,10.6
24754,2014,3322,Jason Collins,NA,C,35,13,NBA,BRK,22,1,172,2.3,5,0.458,0,0.6,0,2.3,4.4,0.524,0.6,0.8,0.75,1.5,2.5,4,0.8,1.7,0.2,1.5,6.3,5.2
24755,2014,3609,Jason Maxiell,NA,PF,30,9,NBA,ORL,34,13,488,3.5,7.7,0.448,0,0,NA,3.5,7.7,0.448,1.1,2.3,0.484,2.1,4.3,6.3,0.7,0.6,1.5,1,3.5,8
24756,2014,3759,Jason Smith,NA,PF,27,6,NBA,NOP,31,27,830,5.7,12.2,0.465,0,0,NA,5.7,12.2,0.465,1.7,2.2,0.78,2.2,5.6,7.9,1.3,0.5,1.3,1.2,4.3,13.1
24757,2014,3194,Jason Terry,NA,PG,36,15,NBA,BRK,35,0,570,3.5,9.6,0.362,2.5,6.5,0.379,1,3.1,0.327,0.6,0.9,0.667,0.3,2.1,2.3,3.5,0.8,0,1.7,3,10
24758,2014,3824,Jason Thompson,NA,PF,27,6,NBA,SAC,82,61,2007,4.5,8.9,0.506,0,0,NA,4.5,8.9,0.506,1.5,2.6,0.579,2.7,6.7,9.5,1,0.6,1,1.7,4.5,10.5
24759,2014,3948,Jeff Adrien,NA,PF,27,4,NBA,TOT,53,12,961,5.4,10.3,0.52,0,0,NA,5.4,10.3,0.52,2.8,4.5,0.639,3.8,7.6,11.5,1.4,0.9,1.3,1.5,4,13.6
24760,2014,3948,Jeff Adrien,NA,PF,27,4,NBA,CHA,25,0,256,3.1,5.6,0.55,0,0,NA,3.1,5.6,0.55,1.8,3.5,0.52,4.6,7.7,12.4,1,1,2.1,1.1,4.9,8
24761,2014,3948,Jeff Adrien,NA,PF,27,4,NBA,MIL,28,12,705,6.2,12,0.515,0,0,NA,6.2,12,0.515,3.2,4.8,0.67,3.5,7.6,11.1,1.6,0.9,1.1,1.6,3.7,15.6
24762,2014,3883,Jeff Ayres,NA,PF,26,4,NBA,SAS,73,10,952,3.8,6.6,0.58,0,0,NA,3.8,6.6,0.58,1.4,2.1,0.691,3.4,6.4,9.8,2.3,0.5,0.9,2.4,5.5,9.1
24763,2014,3761,Jeff Green,NA,SF,27,6,NBA,BOS,82,82,2805,6.2,15,0.412,1.7,5.1,0.341,4.5,9.9,0.448,3.6,4.6,0.795,0.7,4.2,4.9,1.8,0.7,0.6,2.1,2.3,17.7
24764,2014,4095,Jeff Taylor,1989,SF,24,2,NBA,CHA,26,8,629,4.7,12.5,0.376,1,3.8,0.269,3.7,8.6,0.424,1.5,2.7,0.553,0.9,2.6,3.4,1.3,0.7,0.3,1.4,3.5,11.9
